trial_id,suspected_type,score
ea9831b6-57d4-4e45-ba53-6855bf670fb6,retouching,0.48127822586892244
ff157485-4568-4574-b819-e88500894925,bonafide_reference,0.5073695681482636
33374597-f765-43f3-99ef-0becc0792206,morphing,0.2607681646310813
e0b2cead-1292-464b-9203-6578c1ac8cca,bonafide_reference,0.43904804627966076
37c65abb-d097-4d50-8421-b331faaf0f0f,bonafide_reference,0.5123996345947408
5cf78f84-273a-45ec-875a-6f005c3c8e51,swapping,0.1439157837079762
43c14e60-2cad-4073-ac57-2cd9c62435ab,bonafide_reference,0.45915785103374973
1936441b-04cd-44b6-a93f-3d3636e39baf,bonafide_reference,0.5265825003627309
c8f40fdf-133f-4ba8-90f5-5c987fb306b2,morphing,0.3310848869109399
92f3b682-f6b4-43f2-b8b1-dc7da124aa8c,bonafide_reference,0.6390303845422002
eff5103d-d024-4de7-a747-7e6a660adb5c,bonafide_reference,0.4347447801362532
3b0f395a-e521-4626-8a7b-5455b233606a,bonafide_reference,0.5399156889385031
8496ec59-de0c-46dc-9c5b-c6cfbfde3e4d,retouching,0.41990138067829996
860ab3cd-a7e3-4958-a12e-efb8ca22fdba,bonafide_reference,0.6225087941718779
00cb0460-78ba-41fb-857d-68b861655571,retouching,0.5634979527357955
cc913751-e413-40a7-a9ce-f995a8fed5ff,bonafide_reference,0.5381498667672716
d8ac2e18-dfea-46cb-b00a-ee6f565e7e31,bonafide_reference,0.4673510920941958
f58826f1-0b4f-4747-bacf-727ecdd73689,morphing,0.25097543180534326
b9e52c18-89c1-41a3-bfd6-a2bb1e1caaf8,bonafide_reference,0.5292983853969153
c00728fc-fdd3-4c54-b875-1c6387d94bdc,bonafide_reference,0.44041288905428044
79a00913-4c5f-4ce3-b7bc-2d68d236faff,bonafide_reference,0.48705484787471426
277866c7-a310-431a-a0c0-4fd9f524567c,bonafide_reference,0.5134791326090987
d22e6bfa-2b46-4f2d-816e-77ae2965d796,bonafide_reference,0.4553926842732725
0099311c-d25a-4757-a7f4-76e6a10e3bea,bonafide_reference,0.5220284108640678
9a635812-0c64-4d27-9723-c7a7b1dcdc34,bonafide_reference,0.5649572264399605
0edd5849-0a79-47fd-9a60-f4694975ab8f,morphing,0.5197946586925764
85ad21ca-f39b-4eb9-9390-6ee838fed063,bonafide_reference,0.6756569514980793
a14124e9-4228-4e56-8797-13ec1ad97b59,bonafide_reference,0.5819998968991366
13c1d9da-dbdc-43e7-a2e1-771303a18a1b,bonafide_reference,0.6539234336665611
6bfc2c63-7bad-4971-869f-597cb15738c4,bonafide_reference,0.43511260610894265
b5d64453-955d-42f0-ba52-839d2c36b80a,bonafide_reference,0.5901796190876921
1ec6b6e8-a324-4113-9ad4-c4d842f5d190,bonafide_reference,0.6503153433223363
762863fd-b7e2-48f0-b3a2-e87e3924958b,swapping,0.20410268652906333
2ee1b444-2cc4-4bb7-8613-b9588ab73fbe,bonafide_reference,0.5240886306115591
07ff6015-8f69-48e2-b048-bde798b209b7,bonafide_reference,0.5344039724461861
cbe40f19-9763-4769-b368-52b2830f6f14,bonafide_reference,0.5330357901883316
9bf99d24-bb48-4b86-ab6c-226c37c3ef93,bonafide_reference,0.5566379701808201
dadb3561-af17-4fbc-b96f-a133628d6949,bonafide_reference,0.44304613193708614
18641f82-2f85-47d2-9bd1-44d2cd7aca49,bonafide_reference,0.5811703370758035
a116d0ce-2a4e-4921-8bba-add829106095,bonafide_reference,0.5104667175575526
b3dd549f-91bd-42f1-afa3-b970d4e70a1b,retouching,0.5471189945108663
95ced2b5-ff83-4c1b-8276-adb10f3b3190,bonafide_reference,0.5172060361339571
e30443ef-2f43-4fdb-8510-c6de6326cfa2,bonafide_reference,0.6072063163559738
fe345cd9-0550-4d38-bb7c-6f27b646c3e7,bonafide_reference,0.5542277082147333
d6113326-37b1-4549-9f55-b88a4558305d,bonafide_reference,0.5420622926679856
bdfc5f8b-b089-4b2a-b67b-d223c6117f98,morphing,0.2851870293308167
b7388253-f2cd-4159-ac39-fad8e6077b17,morphing,0.381770678285643
45313203-52a1-4762-9bdd-14fb6b3b8231,bonafide_reference,0.6260531526914757
a6c28599-6ef9-4343-b623-d0e8d41416bf,bonafide_reference,0.5273160601017459
db3da5e5-7758-4ea0-8b7d-761941a0bbf8,retouching,0.4397055221295534
11678edc-86b2-45ac-b60c-1493e92f284b,bonafide_reference,0.5405599677944073
86d9727c-fb2d-4379-8b8b-cb80c0f2461a,bonafide_reference,0.5120430743486268
2e6701e8-d18b-4f52-97d5-2db549b0be84,bonafide_reference,0.5682548253128175
faff38fe-0dc9-44e7-b37a-3274c43e2679,retouching,0.5477788039755497
e5165879-aebe-43b1-90c8-6e64034bd5ce,bonafide_reference,0.4539955732389616
1d870feb-111c-4453-ad7b-7d6060a35863,bonafide_reference,0.561290916430183
94e345b2-779d-44a5-9d55-70e68a39f80e,bonafide_reference,0.5175540666156639
c51ad851-d98c-4be0-a112-da13b224d150,bonafide_reference,0.49429331860788817
8147d111-0524-426e-9f1e-6d134da58a32,bonafide_reference,0.5395998864817496
8a91ce7a-5ade-4037-9496-6517cdba270c,morphing,0.2530148501934077
